# PHASE 2A semantic review (Claude, batch reading of stem/passage/choices/official answer; PNG checked where OCR broken)
# columns: question_id<TAB>decision<TAB>codes (short, 10통사 prefix implied)<TAB>required_content (;-sep)<TAB>adaptation_note / rationale<TAB>phase2a review flags
# flags: BOUNDARY_DIRECT_ADAPTABLE, INDIRECT_CURRICULUM_LINK, DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE, OCR_UNCERTAIN
2008_SEPTEMBER_Q15	NONE		조직 변화	조직론	
2008_SEPTEMBER_Q16	DIRECT	1-05-03	거점 개발·관광 개발 문제와 주민 참여 개발	지역사회 문제 해결	
2008_SEPTEMBER_Q17	ADAPTABLE	2-02-03	성 차이의 사회·문화적 형성	성 불평등 문항으로 변형	
2008_SEPTEMBER_Q18	ADAPTABLE	1-05-02,1-05-03	온라인 동호회와 지역 주민 교류	정보화와 지역사회 변화 문항으로 변형	
2008_SEPTEMBER_Q19	DIRECT	1-04-04	다문화 가정 외국인 배우자의 적응 어려움 조사	다문화 사회 현황 자료	
2008_SEPTEMBER_Q20	LOW	1-04-03	넓은 의미의 문화 개념	문화 개념 소재	INDIRECT_CURRICULUM_LINK
2009_CSAT_Q01	LOW	2-02-01	연봉제를 보는 기능론·갈등론(능력에 따른 분배)	분배 기준 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2009_CSAT_Q02	DIRECT	1-04-02	문화 접변 양상(동화·융합·병존) 사례 분류	문화 변동 양상	
2009_CSAT_Q03	ADAPTABLE	1-05-02	정보화 영향 인식(사생활 침해·편리성) 조사	정보화 문제 자료로 활용; 비율 계산 단순화 필요	
2009_CSAT_Q04	NONE		일탈 이론	일탈 이론	
2009_CSAT_Q05	DIRECT	1-04-02	세시 풍속·민간 신앙의 변동과 전통문화	문화 변동과 전통문화	
2009_CSAT_Q06	NONE		가계도와 사회 이동	사회 이동	
2009_CSAT_Q07	LOW	1-05-02	대중 매체 유형 분류	매체 분류 퍼즐	INDIRECT_CURRICULUM_LINK
2009_CSAT_Q08	LOW	1-04-04	결혼 이민자 생애사 연구의 방법	다문화 소재, 정답 논리는 연구방법	INDIRECT_CURRICULUM_LINK
2009_CSAT_Q09	ADAPTABLE	1-05-03	지역 개발 방식(거점 개발) 특징	지역 격차·지역 개발 문항으로 변형	
2009_CSAT_Q10	LOW	2-02-03	계층 구조 변화와 계층 이동	사회 이동 수치 중심	INDIRECT_CURRICULUM_LINK
2009_CSAT_Q11	ADAPTABLE	2-05-01	노후 준비와 노부모 부양 책임 인식	고령화 대응 자료로 활용	
2009_CSAT_Q12	NONE		집단 개수 세기	집단 분류	
2009_CSAT_Q13	NONE		사회화·역할 행동	역할 개념	
2009_CSAT_Q14	NONE		사회 문제를 보는 기능론	관점 이론	
2009_CSAT_Q15	NONE		조사 연구 설계	연구방법	
2009_CSAT_Q16	NONE		사회·문화 현상과 자연 현상	현상 특성	
2009_CSAT_Q17	DIRECT	2-02-03	사회 복지 제도(사회 보험·공공 부조) 적용 인구 자료	복지 제도 자료 해석	
2009_CSAT_Q18	ADAPTABLE	1-05-01,1-04-03	산업화에 따른 공동체·생활양식 변화	산업화에 따른 생활양식 변화 문항으로 변형; 총체론 표현 조정	
2009_CSAT_Q19	DIRECT	1-05-01	도시와 농촌의 일반적 특징 비교	도시화와 생활양식	BOUNDARY_DIRECT_ADAPTABLE
2009_CSAT_Q20	NONE		여론 조사 보고서 평가	연구방법	
2009_JUNE_Q01	NONE		시대에 따른 규범 변화(현상 특성)	현상 특성	
2009_JUNE_Q02	NONE		집단·조직 분류	집단 분류	
2009_JUNE_Q03	NONE		연구 과정	연구방법	
2009_JUNE_Q04	ADAPTABLE	1-05-01	가족 관계의 개인주의화	산업화·도시화에 따른 개인주의 가치관 확산 문항으로 변형	
2009_JUNE_Q05	LOW	2-02-03	가사 노동을 보는 관점(가부장제)	성 불평등 소재, 정답은 관점 분석	INDIRECT_CURRICULUM_LINK
2009_JUNE_Q06	NONE		연구 윤리	연구 윤리	
2009_JUNE_Q07	LOW	2-02-03	계층 구조 유형	계층 구조 퍼즐	INDIRECT_CURRICULUM_LINK
2009_JUNE_Q08	NONE		사회 실재론	사회관	
2009_JUNE_Q09	LOW	2-02-03	가족 형태 변화와 여성 지위	가족 변화 소재	INDIRECT_CURRICULUM_LINK
2009_JUNE_Q10	NONE		참여 관찰·면접	연구방법	
2009_JUNE_Q11	NONE		연구 단계	연구방법	
2009_JUNE_Q12	NONE		양적 연구	연구방법	
2009_JUNE_Q13	NONE		조직 유형	조직론	
2009_JUNE_Q14	ADAPTABLE	1-05-03,2-02-03	지역 개발 방식 비교와 지역 격차	지역 격차 완화 정책 문항으로 변형	
2009_JUNE_Q15	ADAPTABLE	2-05-01	노인 거주 형태 변화	고령화·가족 변화 자료로 활용	
2009_JUNE_Q16	LOW	1-04-04	결혼 이민자의 문화 차이(사회화·확대 가족)	다문화 소재, 정답은 사회학 개념	INDIRECT_CURRICULUM_LINK
2009_JUNE_Q17	DIRECT	1-05-01	농촌과 도시의 특성 비교	도시화와 생활양식	BOUNDARY_DIRECT_ADAPTABLE
2009_JUNE_Q18	LOW	1-05-02	농촌 관광 인터넷 사이트 운영 현황	자료만 정보화 소재	DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE
2009_JUNE_Q19	LOW	2-02-01	계층 현상을 보는 관점(능력 vs 배경)	분배 기준 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2009_JUNE_Q20	NONE		농민 자녀 계층 이동 표	사회 이동표	
2009_SEPTEMBER_Q01	LOW	2-02-01	기여도에 따른 차등 보상(기능론)	분배 기준 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2009_SEPTEMBER_Q02	NONE		연구 설계 분석	연구방법	
2009_SEPTEMBER_Q03	LOW	2-03-02	명예퇴직자의 재취업과 소득 감소	노동 소재, 정답은 사회 이동 개념	INDIRECT_CURRICULUM_LINK
2009_SEPTEMBER_Q04	NONE		실험 연구 설계	연구방법	
2009_SEPTEMBER_Q05	ADAPTABLE	1-04-02	문화 변동 요인(발명·발견·전파)	문화 변동 양상 중심 문항으로 변형	BOUNDARY_DIRECT_ADAPTABLE
2009_SEPTEMBER_Q06	ADAPTABLE	2-05-01	노인이 겪는 문제와 생활비 마련 방법 조사	고령화 문제 자료로 활용	
2009_SEPTEMBER_Q07	DIRECT	1-05-03,1-03-03	지역 개발과 생태 환경의 질에 따른 주민 만족도	지속가능한 지역 개발	
2009_SEPTEMBER_Q08	NONE		조직 유형·지위	조직론	
2009_SEPTEMBER_Q09	ADAPTABLE	1-04-03	응원 문화 비교와 문화 이해 태도	문화 상대주의적 이해 문항으로 변형	
2009_SEPTEMBER_Q10	LOW	1-05-01	혼인·이혼 통계와 가족 형태	가족 변화 자료	DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE
2009_SEPTEMBER_Q11	ADAPTABLE	1-05-03,1-05-01	귀촌 가족의 공동체 활동과 농촌 고령화	지역사회 변화와 공동체 참여 문항으로 변형	
2009_SEPTEMBER_Q12	LOW	1-04-03	문화의 의미(넓은·좁은 의미)	문화 개념 기초 소재	INDIRECT_CURRICULUM_LINK
2009_SEPTEMBER_Q13	DIRECT	2-02-03	사회 보험과 공공 부조의 특성 비교	복지 제도	
2009_SEPTEMBER_Q14	NONE		사회 문제를 보는 갈등론	관점 이론	
2009_SEPTEMBER_Q15	LOW	1-05-01	옷 입기의 사회적 의미(모방·구별 짓기)	대중문화 소재	INDIRECT_CURRICULUM_LINK
2009_SEPTEMBER_Q16	NONE		집단 분류	집단 분류	
2009_SEPTEMBER_Q17	ADAPTABLE	1-05-02	인터넷 언어 확산과 쌍방향 소통	정보화에 따른 문화 변화 문항으로 변형	
2009_SEPTEMBER_Q18	LOW	2-01-03	이민 3세가 겪는 편견과 차별	소수자 차별 소재, 정답은 사회학 용어	INDIRECT_CURRICULUM_LINK
2009_SEPTEMBER_Q19	NONE		조작적 정의 단계	연구방법	
2009_SEPTEMBER_Q20	LOW	2-02-03	맞벌이 가구 아내 소득 기여도	소득 분배 자료, 계산 중심	DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE
2010_CSAT_Q01	NONE		사회 현상과 자연 현상 연구	현상 특성	
2010_CSAT_Q02	LOW	2-03-02	합리성과 부족 사회의 경제	합리적 선택 소재, 정답은 제시문 추론	INDIRECT_CURRICULUM_LINK
2010_CSAT_Q03	NONE		조직 유형 변화	조직론	
2010_CSAT_Q04	LOW	2-05-01	초고령 지역 질적 연구	고령화 소재, 정답은 연구방법	INDIRECT_CURRICULUM_LINK
2010_CSAT_Q05	NONE		사회 실재론	사회관	
2010_CSAT_Q06	NONE		혼인 형태 통계	자료 계산(가족)	
2010_CSAT_Q07	DIRECT	1-04-02	커피의 전파와 문화 접변	문화 변동	
2010_CSAT_Q08	ADAPTABLE	1-05-01,1-05-02	전통·산업·정보 사회의 가족 특징	산업화·정보화에 따른 생활양식 변화 문항으로 변형	
2010_CSAT_Q09	DIRECT	2-02-03	노인·장애인 소득 지원 제도 비교(공공 부조·사회 보험)	복지 제도	
2010_CSAT_Q10	LOW	1-04-03	현지 문화 적응(문화 이해)	문화 이해 소재, 정답은 사회학 개념	INDIRECT_CURRICULUM_LINK
2010_CSAT_Q11	ADAPTABLE	1-05-02	매체별 특성(쌍방향성·익명성)	정보화에 따른 매체 변화 문항으로 변형	
2010_CSAT_Q12	LOW	1-04-03	문화의 속성(공유성)	문화 이해 기초 소재	INDIRECT_CURRICULUM_LINK
2010_CSAT_Q13	ADAPTABLE	1-05-03,2-02-03	지역 개발 방식 비교	지역 격차 완화 정책 문항으로 변형	
2010_CSAT_Q14	LOW	1-04-04,2-01-03	이주 노동자 문제를 보는 관점	다문화·소수자 소재, 정답은 사회문제 관점 이론	INDIRECT_CURRICULUM_LINK
2010_CSAT_Q15	NONE		자료 수집 방법	연구방법	
2010_CSAT_Q16	DIRECT	1-05-01,2-05-01	농촌·도시 특징 가설과 검증 자료	도시화·인구 구조 탐구 설계(예시문항 13번 유형)	
2010_CSAT_Q17	NONE		연구 단계	연구방법	
2010_CSAT_Q18	NONE		소비자 교육 관련 집단 분류	집단 분류	
2010_CSAT_Q19	LOW	2-02-03	계층 불평등을 보는 갈등론	불평등 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2010_CSAT_Q20	NONE		세대 내 계층 이동	사회 이동표	
2010_JUNE_Q01	NONE		사회 현상과 자연 현상	현상 특성	
2010_JUNE_Q02	ADAPTABLE	1-05-03,2-02-03	지역별 지역 개발 방식 선호 조사	지역 격차 완화·주민 참여 개발 문항으로 변형	
2010_JUNE_Q03	NONE		양적·질적 연구 병행	연구방법	
2010_JUNE_Q04	LOW	2-02-03	계급 개념과 계층 구조 그래프	불평등 소재, 정답은 계급론 개념	INDIRECT_CURRICULUM_LINK
2010_JUNE_Q05	NONE		조직 변화	조직론	
2010_JUNE_Q06	NONE		공식 조직·자발적 결사체	집단 분류	
2010_JUNE_Q07	DIRECT	1-05-03	지역 문화 자원과 연계한 지역 개발	지역사회 발전 방안	
2010_JUNE_Q08	LOW	2-02-03	사회 불평등을 보는 기능론·갈등론	불평등 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2010_JUNE_Q09	NONE		상징적 상호 작용론과 연구 방법	연구방법	
2010_JUNE_Q10	NONE		자료 수집 방법 비교	연구방법	
2010_JUNE_Q11	NONE		가족 구성 형태 표	가족 형태 계산	
2010_JUNE_Q12	NONE		연구 태도	연구 태도	
2010_JUNE_Q13	NONE		사회 실재론(계층별 음식 선호)	사회관	
2010_JUNE_Q14	NONE		질문지 평가	연구방법	
2010_JUNE_Q15	ADAPTABLE	1-04-04	다문화 가정 자녀의 이중 정체성	다문화 사회와 문화 다양성 존중 문항으로 변형	
2010_JUNE_Q16	LOW	1-04-04	다문화 사회 갈등 요인(기능론 관점)	다문화 소재, 정답은 관점 이론	INDIRECT_CURRICULUM_LINK
2010_JUNE_Q17	NONE		가족 문제 가설과 자료	연구방법	
2010_JUNE_Q18	NONE		실증적 연구 주제	연구방법	
2010_JUNE_Q19	DIRECT	1-05-01	도시와 농촌의 사회적 특성 비교	도시화와 생활양식	BOUNDARY_DIRECT_ADAPTABLE
2010_JUNE_Q20	NONE		부모·자녀 계층 구성	사회 이동표	
2010_SEPTEMBER_Q01	NONE		사회 현상과 자연 현상	현상 특성	
2010_SEPTEMBER_Q02	DIRECT	1-04-04	다문화 가구 현황과 시급한 해결 과제 조사	다문화 사회 현황과 갈등 해결	
2010_SEPTEMBER_Q03	ADAPTABLE	1-04-03	숫자 선호에 담긴 중국 문화의 맥락	문화 상대주의적 이해 문항으로 변형	
2010_SEPTEMBER_Q04	DIRECT	1-05-02	인터넷 익명성의 폐해와 대응 제도	정보화 문제 해결 방안	
2010_SEPTEMBER_Q05	ADAPTABLE	1-04-02	탱고의 확산과 지위 변화(하위문화→주류)	문화 전파·변동 문항으로 변형	
2010_SEPTEMBER_Q06	NONE		일탈 이론	일탈 이론	
2010_SEPTEMBER_Q07	NONE		기능론	관점 이론	
2010_SEPTEMBER_Q08	NONE		사회 실재론	사회관	
2010_SEPTEMBER_Q09	NONE		조직 유형	조직론	
2010_SEPTEMBER_Q10	DIRECT	1-04-02	교역을 통한 문화 전파와 문화 융합	문화 변동	
2010_SEPTEMBER_Q11	DIRECT	2-02-03	긴급 생계 지원(공공 부조)	복지 제도	
2010_SEPTEMBER_Q12	LOW	1-05-03	지역 낙후 원인을 보는 관점	지역 문제 소재, 정답은 관점 이론	INDIRECT_CURRICULUM_LINK
2010_SEPTEMBER_Q13	LOW	1-05-01	한부모 가구 현황	가족 변화 자료	DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE
2010_SEPTEMBER_Q14	ADAPTABLE	2-05-01	노인 부양 책임 인식 변화	고령화 대응 문항으로 변형	
2010_SEPTEMBER_Q15	ADAPTABLE	1-05-02	IPTV와 쌍방향 매체의 사회 변화	정보화에 따른 변화 문항으로 변형	
2010_SEPTEMBER_Q16	NONE		양적·질적 연구	연구방법	
2010_SEPTEMBER_Q17	NONE		면접법·질문지법	연구방법	
2010_SEPTEMBER_Q18	NONE		조사 과정(악성 댓글 소재)	연구방법	
2010_SEPTEMBER_Q19	DIRECT	1-05-02,1-05-03	정보화를 활용한 농촌 마을 발전(체험·직거래)	정보화와 지역사회 변화	BOUNDARY_DIRECT_ADAPTABLE
2010_SEPTEMBER_Q20	NONE		세대 간 계층 이동	사회 이동표	
2011_CSAT_Q01	NONE		연구 방법 유형	연구방법	
2011_CSAT_Q02	NONE		사회를 보는 관점 비교	관점 이론	
2011_CSAT_Q03	LOW	2-01-02	자발적 결사체와 시민 참여(민주주의의 학교)	시민 참여 소재, 정답은 결사체 특성	INDIRECT_CURRICULUM_LINK
2011_CSAT_Q04	NONE		관료제 순기능·역기능	조직론	
2011_CSAT_Q05	NONE		지위·역할·집단	지위 퍼즐	
2011_CSAT_Q06	DIRECT	1-04-04	다문화주의와 다문화 정책 방향	다문화 사회 갈등 해결	
2011_CSAT_Q07	DIRECT	1-04-03	자문화 중심주의·문화 상대주의의 한계와 보편 기준	문화 상대주의와 보편 윤리	
2011_CSAT_Q08	NONE		낙인 이론	일탈 이론	
2011_CSAT_Q09	ADAPTABLE	1-05-03,2-02-03	거점 개발 방식의 특징	지역 격차 완화 정책 문항으로 변형	
2011_CSAT_Q10	ADAPTABLE	1-05-01,1-05-02	산업 사회·대중 사회·정보 사회 특징	산업화·정보화 변화 문항으로 변형	
2011_CSAT_Q11	DIRECT	2-02-03	공공 부조·사회 보험·근로 장려 세제 비교	복지 제도	
2011_CSAT_Q12	NONE		가구 구성비 표	가족 형태 계산	
2011_CSAT_Q13	DIRECT	1-05-02,2-01-01	정보 사회의 개인 정보·프라이버시 권리	정보화 문제와 인권	
2011_CSAT_Q14	LOW	2-02-03	주관적 계층 의식과 실제 계층	계층 표 계산 중심	INDIRECT_CURRICULUM_LINK
2011_CSAT_Q15	NONE		연구 요약 구성	연구방법	
2011_CSAT_Q16	ADAPTABLE	1-05-01	도시와 농촌 분화 특징	도시화와 생활양식 문항으로 변형	
2011_CSAT_Q17	NONE		실험 연구	연구방법	
2011_CSAT_Q18	LOW	1-04-02	대중문화·한류와 문화의 속성	문화 속성 중심	INDIRECT_CURRICULUM_LINK
2011_CSAT_Q19	ADAPTABLE	1-04-03	서구화와 문화 사대주의	문화 이해 태도 문항으로 변형; 아노미 선지 조정	
2011_CSAT_Q20	DIRECT	2-05-01	지역별 부양비 변화	인구 구조 자료 해석	
2011_JUNE_Q01	NONE		사회 현상과 자연 현상	현상 특성	
2011_JUNE_Q02	LOW	2-02-01	성장·분배 여론 보도의 객관성	분배 쟁점 소재, 정답은 자료 해석 태도	INDIRECT_CURRICULUM_LINK
2011_JUNE_Q03	NONE		실증적 연구 사례	연구방법	
2011_JUNE_Q04	LOW	2-02-03	다차원적 불평등(계층론)	불평등 소재, 정답은 계층론 개념	INDIRECT_CURRICULUM_LINK
2011_JUNE_Q05	NONE		상징적 상호 작용론	관점 이론	
2011_JUNE_Q06	NONE		성찰적 탐구 태도	탐구 태도	
2011_JUNE_Q07	NONE		참여 관찰·실험	연구방법	
2011_JUNE_Q08	NONE		집단 개념 찾기	집단 분류	
2011_JUNE_Q09	LOW	2-02-03	불평등을 보는 관점	불평등 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2011_JUNE_Q10	NONE		사회 조직 유형 기준	조직론	
2011_JUNE_Q11	NONE		지위·사회 이동	지위 퍼즐	
2011_JUNE_Q12	ADAPTABLE	1-05-03,2-02-03	균형 개발·거점 개발 비교	지역 격차 완화 정책 문항으로 변형	
2011_JUNE_Q13	NONE		관료제	조직론	
2011_JUNE_Q14	NONE		설문 조사 평가	연구방법	
2011_JUNE_Q15	LOW	1-04-04	다문화 가구 연구 가설 요건	다문화 소재, 정답은 가설 요건	INDIRECT_CURRICULUM_LINK
2011_JUNE_Q16	DIRECT	1-05-02,1-05-03	온라인 직거래로 인한 농촌 변화	정보화에 따른 생활공간 변화	
2011_JUNE_Q17	NONE		개인과 사회 관계	사회관	
2011_JUNE_Q18	NONE		가구 형태 표	가족 형태 계산	
2011_JUNE_Q19	ADAPTABLE	2-05-01	출산 연령 상승과 육아 인식 변화	저출산 문제 문항으로 변형	
2011_JUNE_Q20	LOW	2-02-03	계층 구조 변화	계층 구조 퍼즐	INDIRECT_CURRICULUM_LINK
2011_SEPTEMBER_Q01	NONE		사회 현상과 자연 현상	현상 특성	
2011_SEPTEMBER_Q02	LOW	2-03-02	청년 일자리 문제를 보는 관점	일자리 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2011_SEPTEMBER_Q03	NONE		실험 연구	연구방법	
2011_SEPTEMBER_Q04	ADAPTABLE	1-05-03,2-02-03	거점·균형 개발 주장 비교	지역 격차 완화 정책 문항으로 변형	
2011_SEPTEMBER_Q05	NONE		임시 조직 특징	조직론	
2011_SEPTEMBER_Q06	NONE		일탈 이론	일탈 이론	
2011_SEPTEMBER_Q07	LOW	1-04-03	문화의 속성(총체성·변동성)	문화 속성 중심	INDIRECT_CURRICULUM_LINK
2011_SEPTEMBER_Q08	ADAPTABLE	1-04-04	이주민의 문화 정체성 존중(다문화 정책)	다문화 정책 문항으로 변형; 재사회화 선지 조정	
2011_SEPTEMBER_Q09	DIRECT	1-04-03,2-01-01	문화 특수성과 인권의 보편 가치	보편 윤리 차원의 문화 평가	
2011_SEPTEMBER_Q10	ADAPTABLE	1-04-04	외국인과의 혼인·이혼 증감률	다문화 사회 현황 자료로 활용; 증감률 계산 단순화	
2011_SEPTEMBER_Q11	DIRECT	1-04-02	문화 접변 결과 유형(융합·병존·동화)	문화 변동 양상	
2011_SEPTEMBER_Q12	NONE		해석적 연구 방법	연구방법	
2011_SEPTEMBER_Q13	DIRECT	2-02-03	자활을 강화한 복지 정책	복지 제도	
2011_SEPTEMBER_Q14	ADAPTABLE	1-05-02	정보 사회의 저작권 침해 문제	정보화 문제 문항으로 변형; 문화지체 용어 조정	
2011_SEPTEMBER_Q15	NONE		역할 갈등	역할 개념	
2011_SEPTEMBER_Q16	LOW	2-02-03	계급 개념	계급론	INDIRECT_CURRICULUM_LINK
2011_SEPTEMBER_Q17	NONE		가치 중립	연구 태도	
2011_SEPTEMBER_Q18	ADAPTABLE	2-04-01,1-04-02	전통 문화의 상품화(세계화 속 문화 변화)	세계화에 따른 문화 변화 문항으로 변형	BOUNDARY_DIRECT_ADAPTABLE
2011_SEPTEMBER_Q19	DIRECT	1-05-01	도시와 농촌 특징 비교	도시화와 생활양식	BOUNDARY_DIRECT_ADAPTABLE
2011_SEPTEMBER_Q20	NONE		신분과 계층 분포	계층·이동 퍼즐	
2012_CSAT_Q01	NONE		청소년 문제를 보는 관점	관점 이론	
2012_CSAT_Q02	NONE		일탈 이론	일탈 이론	
2012_CSAT_Q03	LOW	1-04-03	문화의 속성(공유성)	문화 속성 중심	INDIRECT_CURRICULUM_LINK
2012_CSAT_Q04	LOW	1-05-01	가구 구성 변화(1인 가구 증가)	가구 자료 계산 중심	DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE
2012_CSAT_Q05	DIRECT	1-04-03	자문화 중심주의·문화 사대주의·문화 상대주의	문화 이해 태도	
2012_CSAT_Q06	DIRECT	1-04-02	문화 교류에 따른 문화 융합·병존	문화 변동 양상	
2012_CSAT_Q07	LOW	1-01-02	학문 세분화와 간학문적 접근	통합적 관점 소재로 변형 가능	INDIRECT_CURRICULUM_LINK
2012_CSAT_Q08	NONE		집단·사회화 기관	집단 분류	
2012_CSAT_Q09	NONE		해석적 연구 주제	연구방법	
2012_CSAT_Q10	ADAPTABLE	1-05-01,1-05-02	농업·산업·정보 사회의 특징	산업화·정보화 문항으로 변형	
2012_CSAT_Q11	NONE		연구 요약 분석	연구방법	
2012_CSAT_Q12	NONE		사회화를 보는 관점	관점 이론	
2012_CSAT_Q13	ADAPTABLE	1-05-03,2-02-03	균형 개발·거점 개발 비교	지역 격차 완화 정책 문항으로 변형	
2012_CSAT_Q14	DIRECT	1-05-01	도시화율과 산업 구조 변화	산업화·도시화 자료 해석	
2012_CSAT_Q15	NONE		사회 명목론·실재론	사회관	
2012_CSAT_Q16	NONE		조직 운영 방식	조직론	
2012_CSAT_Q17	DIRECT	1-05-02	정보 사회 문제(개인 정보 보호·정보 격차) 해결 노력	정보화 문제 해결	
2012_CSAT_Q18	DIRECT	2-02-03	사회 보험·공공 부조·사회 서비스 특징	복지 제도	
2012_CSAT_Q19	NONE		지위·집단	지위 퍼즐	
2012_CSAT_Q20	NONE		세대 간 계층 이동	사회 이동표	
2012_JUNE_Q01	NONE		업무 처리 방식(관료제)	조직론	
2012_JUNE_Q02	NONE		기능론·갈등론	관점 이론	
2012_JUNE_Q03	LOW	2-02-03	계급과 계층 개념	계층 이론	INDIRECT_CURRICULUM_LINK
2012_JUNE_Q04	ADAPTABLE	1-05-01	이혼·1인 가구 증가와 개인주의 확산	개인주의 가치관 확산 문항으로 변형	
2012_JUNE_Q05	NONE		자료 수집 방법	연구방법	
2012_JUNE_Q06	LOW	2-02-01,2-02-03	차등 분배를 보는 관점	분배 기준 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2012_JUNE_Q07	NONE		일반화 원리와 실험	현상 특성	
2012_JUNE_Q08	NONE		지위·역할	지위 퍼즐	
2012_JUNE_Q09	NONE		연구 윤리	연구 윤리	
2012_JUNE_Q10	NONE		집단 분류	집단 분류	
2012_JUNE_Q11	NONE		연구 단계	연구방법	
2012_JUNE_Q12	DIRECT	1-05-01	농촌과 도시 특징(익명성·인구 이동)	도시화와 생활양식	BOUNDARY_DIRECT_ADAPTABLE
2012_JUNE_Q13	LOW	2-05-01	출산율 감소를 보는 사회 실재론	저출산 소재, 정답은 사회관	INDIRECT_CURRICULUM_LINK
2012_JUNE_Q14	DIRECT	1-05-03	지역 여건을 고려한 지역사회 개발	지역사회 변화 방안	
2012_JUNE_Q15	NONE		세대 간 계층 이동	사회 이동표	
2012_JUNE_Q16	NONE		해석적 연구	연구방법	
2012_JUNE_Q17	DIRECT	1-04-03	종교적 금기를 맥락 속에서 이해(문화 상대주의)	문화 상대주의	
2012_JUNE_Q18	NONE		가구 구성 표	가족 형태 계산	
2012_JUNE_Q19	NONE		연구 설계	연구방법	
2012_JUNE_Q20	DIRECT	1-05-01,2-05-01	농촌·도시 문제 가설 검증 자료	도시화·인구 문제 탐구 설계	
2012_SEPTEMBER_Q01	NONE		자연 현상과 사회 현상	현상 특성	
2012_SEPTEMBER_Q02	NONE		사실과 가치 구별	연구 태도	
2012_SEPTEMBER_Q03	LOW	1-04-03	문화의 속성	문화 속성 중심	INDIRECT_CURRICULUM_LINK
2012_SEPTEMBER_Q04	NONE		해석적 연구 주제	연구방법	
2012_SEPTEMBER_Q05	DIRECT	1-04-03	문화 이해 태도 구분	문화 상대주의·자문화 중심주의·사대주의	
2012_SEPTEMBER_Q06	NONE		지위·역할 개념	지위 퍼즐	
2012_SEPTEMBER_Q07	NONE		축제를 보는 기능론·갈등론	관점 이론	
2012_SEPTEMBER_Q08	NONE		세대 간 이동표	사회 이동표	
2012_SEPTEMBER_Q09	ADAPTABLE	1-05-01	산업화와 대중·대중문화의 형성	산업화·도시화에 따른 생활양식 변화 문항으로 변형	
2012_SEPTEMBER_Q10	NONE		관료제·탈관료제	조직론	
2012_SEPTEMBER_Q11	LOW	2-02-03	계층화를 보는 갈등론	불평등 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2012_SEPTEMBER_Q12	DIRECT	1-05-02	집단 지성과 지식·정보 공유	정보 사회의 특징	
2012_SEPTEMBER_Q13	NONE		혼인 형태	가족 제도	
2012_SEPTEMBER_Q14	LOW	1-04-04	다문화 태도 연구 설계	다문화 소재, 정답은 연구방법	INDIRECT_CURRICULUM_LINK
2012_SEPTEMBER_Q15	ADAPTABLE	2-05-01	노인 문제 인식 조사	고령화 자료로 활용	
2012_SEPTEMBER_Q16	ADAPTABLE	1-05-01,1-05-02	농업·산업·정보 사회 특징	산업화·정보화 문항으로 변형	
2012_SEPTEMBER_Q17	DIRECT	1-04-02	문화 전파(직접·간접)와 문화 변동	문화 변동	
2012_SEPTEMBER_Q18	NONE		집단 분류	집단 분류	
2012_SEPTEMBER_Q19	DIRECT	2-02-03	공공 부조 제도의 특징	복지 제도	
2012_SEPTEMBER_Q20	DIRECT	1-05-01,2-02-03	도시·농촌 인구와 지역 총생산	도시화·지역 격차 자료 해석	
2013_CSAT_Q01	NONE		사회 현상과 자연 현상	현상 특성	
2013_CSAT_Q02	NONE		일탈 이론	일탈 이론	
2013_CSAT_Q03	NONE		연구 윤리	연구 윤리	
2013_CSAT_Q04	LOW	1-04-03	문화의 속성	문화 속성 중심	INDIRECT_CURRICULUM_LINK
2013_CSAT_Q05	ADAPTABLE	1-05-03,2-02-03	거점·광역·균형 개발 비교	지역 격차 완화 정책 문항으로 변형	
2013_CSAT_Q06	DIRECT	2-05-01,1-05-01	농촌·도시 인구·가구 자료로 조사 결과 도출	인구 문제·도시화 탐구 설계	
2013_CSAT_Q07	DIRECT	1-04-02	문화 접변 결과(병존·융합·동화)	문화 변동 양상	
2013_CSAT_Q08	ADAPTABLE	1-05-01,1-05-02	농업·산업·정보 사회 구분	산업화·정보화 문항으로 변형	
2013_CSAT_Q09	NONE		실험 연구	연구방법	
2013_CSAT_Q10	DIRECT	1-05-02	정보 사회의 소비자 맞춤형 생산	정보화에 따른 생활양식 변화	
2013_CSAT_Q11	LOW	2-02-03	빈부 격차를 보는 관점(지니계수)	불평등 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
